Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
HSD6,11/20/09,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|U1E2|HSD2|U1D2|HSD5|U1B2|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|U1E2|HSD2|U1D2|HSD5|U1B2|U1F|HSD7
U1E2,11/20/09,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|HSD2|U1D2|HSD5|U1B2|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|HSD2|U1D2|HSD5|U1B2|U1F|HSD7
HSD2,11/20/09,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|U1D2|HSD5|U1B2|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|U1D2|HSD5|U1B2|U1F|HSD7
U1D2,11/20/09,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|HSD5|U1B2|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|HSD5|U1B2|U1F|HSD7
HSD5,11/20/09,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|U1D2|U1B2|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|U1D2|U1B2|U1F|HSD7
U1B2,11/20/09,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1F|HSD7
U1F,11/20/09,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1B2|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1B2|HSD7
HSD7,11/20/09,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1B2|U1F,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1B2|U1F
RNU1G2~,,,,
BCPM~,,,,
RNU1-3,11/20/09,RNU1G3,HSD4,RNU1G3|HSD4
HSD4,11/20/09,RNU1G3,RNU1-3,RNU1G3|RNU1-3
RNU1G4~,,,,
RNU1P1~,,,,
RNVU1-1,5/20/13,RNU1P10|RNU1-10P|RNVU1-10,vU1.1|U1P14|U1.4|vU1.10|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|vU1.1|U1P14|U1.4|vU1.10|RNU1-53
vU1.1,5/20/13,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|U1P14|U1.4|vU1.10|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|U1P14|U1.4|vU1.10|RNU1-53
U1P14,5/20/13,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|vU1.1|U1.4|vU1.10|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|vU1.1|U1.4|vU1.10|RNU1-53
U1.4,5/20/13,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|vU1.1|U1P14|vU1.10|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|vU1.1|U1P14|vU1.10|RNU1-53
vU1.10,5/20/13,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|vU1.1|U1P14|U1.4|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|vU1.1|U1P14|U1.4|RNU1-53
RNU1-53,5/20/13,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|vU1.1|U1P14|U1.4|vU1.10,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|vU1.1|U1P14|U1.4|vU1.10
RNVU1-11,5/20/13,RNU1P2|RNU1-12P,vU1.11|U1P2A,RNU1P2|RNU1-12P|vU1.11|U1P2A
vU1.11,5/20/13,RNU1P2|RNU1-12P,RNVU1-11|U1P2A,RNU1P2|RNU1-12P|RNVU1-11|U1P2A
U1P2A,5/20/13,RNU1P2|RNU1-12P,RNVU1-11|vU1.11,RNU1P2|RNU1-12P|RNVU1-11|vU1.11
RNU1P3~,,,,
RNU1P4~,,,,
RNU1-11P,4/20/11,RNU1P5,U1P1A|RNU1P1,RNU1P5|U1P1A|RNU1P1
U1P1A,4/20/11,RNU1P5,RNU1-11P|RNU1P1,RNU1P5|RNU1-11P|RNU1P1
RNU1P1,4/20/11,RNU1P5,RNU1-11P|U1P1A,RNU1P5|RNU1-11P|U1P1A
RNU1-13P,4/20/11,RNU1P6,U1P1|U1.1,RNU1P6|U1P1|U1.1
U1P1,4/20/11,RNU1P6,RNU1-13P|U1.1,RNU1P6|RNU1-13P|U1.1
U1.1,4/20/11,RNU1P6,RNU1-13P|U1P1,RNU1P6|RNU1-13P|U1P1
RNU1-14P,4/20/11,RNU1P7,U1P17,RNU1P7|U1P17
U1P17,4/20/11,RNU1P7,RNU1-14P,RNU1P7|RNU1-14P
BCR,5/20/16,D22S11|BCR1,D22S662|CML|PHL|ALL,D22S11|BCR1|D22S662|CML|PHL|ALL
D22S662,5/20/16,D22S11|BCR1,BCR|CML|PHL|ALL,D22S11|BCR1|BCR|CML|PHL|ALL
CML,5/20/16,D22S11|BCR1,BCR|D22S662|PHL|ALL,D22S11|BCR1|BCR|D22S662|PHL|ALL
PHL,5/20/16,D22S11|BCR1,BCR|D22S662|CML|ALL,D22S11|BCR1|BCR|D22S662|CML|ALL
ALL,5/20/16,D22S11|BCR1,BCR|D22S662|CML|PHL,D22S11|BCR1|BCR|D22S662|CML|PHL
RNU1-15P,4/20/11,RNU1P8,U1P11,RNU1P8|U1P11
U1P11,4/20/11,RNU1P8,RNU1-15P,RNU1P8|RNU1-15P
RNU1P9~,,,,
RNU2-1,5/20/13,,U2,U2
U2,5/20/13,,RNU2-1,RNU2-1
SNORD20,5/20/06,RNU20,U20,RNU20|U20
U20,5/20/06,RNU20,SNORD20,RNU20|SNORD20
SNORD21,5/20/06,RNU21,U21,RNU21|U21
U21,5/20/06,RNU21,SNORD21,RNU21|SNORD21
SNORD22,5/20/06,RNU22,U22,RNU22|U22
U22,5/20/06,RNU22,SNORD22,RNU22|SNORD22
SNORD24,5/20/06,RNU24,U24,RNU24|U24
U24,5/20/06,RNU24,SNORD24,RNU24|SNORD24
SNORD25,5/20/06,RNU25,U25,RNU25|U25
U25,5/20/06,RNU25,SNORD25,RNU25|SNORD25
SNORD26,5/20/06,RNU26,U26,RNU26|U26
U26,5/20/06,RNU26,SNORD26,RNU26|SNORD26
SNORD27,5/20/06,RNU27,U27,RNU27|U27
U27,5/20/06,RNU27,SNORD27,RNU27|SNORD27
BCRP2,10/20/10,BCR2|BCRL2,BCR-2,BCR2|BCRL2|BCR-2
BCR-2,10/20/10,BCR2|BCRL2,BCRP2,BCR2|BCRL2|BCRP2
SNORD28,5/20/06,RNU28,U28|SNORD28A,RNU28|U28|SNORD28A
U28,5/20/06,RNU28,SNORD28|SNORD28A,RNU28|SNORD28|SNORD28A
SNORD28A,5/20/06,RNU28,SNORD28|U28,RNU28|SNORD28|U28
SNORD29,5/20/06,RNU29,U29,RNU29|U29
U29,5/20/06,RNU29,SNORD29,RNU29|SNORD29
RNU2-2P,5/20/13,RNU2B|RNU2-2,U2,RNU2B|RNU2-2|U2
U2,5/20/13,RNU2B|RNU2-2,RNU2-2P,RNU2B|RNU2-2|RNU2-2P
RNU2-3P,4/20/11,RNU2P1,U2,RNU2P1|U2
U2,4/20/11,RNU2P1,RNU2-3P,RNU2P1|RNU2-3P
RNU2-4P,4/20/11,RNU2P2,U2|U2/7,RNU2P2|U2|U2/7
U2,4/20/11,RNU2P2,RNU2-4P|U2/7,RNU2P2|RNU2-4P|U2/7
U2/7,4/20/11,RNU2P2,RNU2-4P|U2,RNU2P2|RNU2-4P|U2
RNU2-5P,4/20/11,RNU2P3,U2|u2.7,RNU2P3|U2|u2.7
U2,4/20/11,RNU2P3,RNU2-5P|u2.7,RNU2P3|RNU2-5P|u2.7
u2.7,4/20/11,RNU2P3,RNU2-5P|U2,RNU2P3|RNU2-5P|U2
RNU3~,,,,
SNORD30,5/20/06,RNU30,U30,RNU30|U30
U30,5/20/06,RNU30,SNORD30,RNU30|SNORD30
SNORD31,5/20/06,RNU31,U31|SNORD31A,RNU31|U31|SNORD31A
U31,5/20/06,RNU31,SNORD31|SNORD31A,RNU31|SNORD31|SNORD31A
SNORD31A,5/20/06,RNU31,SNORD31|U31,RNU31|SNORD31|U31
SNORD32A,5/20/06,RNU32,U32|U32A,RNU32|U32|U32A
U32,5/20/06,RNU32,SNORD32A|U32A,RNU32|SNORD32A|U32A
U32A,5/20/06,RNU32,SNORD32A|U32,RNU32|SNORD32A|U32
BCRP3,9/20/10,BCR3|BCRL6|BCRL3,,BCR3|BCRL6|BCRL3
SNORD33,5/20/06,RNU33,U33,RNU33|U33
U33,5/20/06,RNU33,SNORD33,RNU33|SNORD33
SNORD34,5/20/06,RNU34,U34,RNU34|U34
U34,5/20/06,RNU34,SNORD34,RNU34|SNORD34
SNORD35A,5/20/06,RNU35,U35|RNU35A,RNU35|U35|RNU35A
U35,5/20/06,RNU35,SNORD35A|RNU35A,RNU35|SNORD35A|RNU35A
RNU35A,5/20/06,RNU35,SNORD35A|U35,RNU35|SNORD35A|U35
SNORD36A,5/20/06,RNU36A,U36a,RNU36A|U36a
U36a,5/20/06,RNU36A,SNORD36A,RNU36A|SNORD36A
SNORD36B,5/20/06,RNU36B,U36b,RNU36B|U36b
U36b,5/20/06,RNU36B,SNORD36B,RNU36B|SNORD36B
SNORD36C,5/20/06,RNU36C,U36c,RNU36C|U36c
U36c,5/20/06,RNU36C,SNORD36C,RNU36C|SNORD36C
SNORD37,5/20/06,RNU37,U37,RNU37|U37
U37,5/20/06,RNU37,SNORD37,RNU37|SNORD37
SNORD39~,,,,
SNORD3B-1,11/20/06,RNU3A1,U3a|U3b1|U3b2,RNU3A1|U3a|U3b1|U3b2
U3a,11/20/06,RNU3A1,SNORD3B-1|U3b1|U3b2,RNU3A1|SNORD3B-1|U3b1|U3b2
U3b1,11/20/06,RNU3A1,SNORD3B-1|U3a|U3b2,RNU3A1|SNORD3B-1|U3a|U3b2
U3b2,11/20/06,RNU3A1,SNORD3B-1|U3a|U3b1,RNU3A1|SNORD3B-1|U3a|U3b1
RNU3A2~,,,,
BCRP4,9/20/10,BCR4|BCRL4,BCR-4,BCR4|BCRL4|BCR-4
BCR-4,9/20/10,BCR4|BCRL4,BCRP4,BCR4|BCRL4|BCRP4
RNU3A3~,,,,
RNU3B1~,,,,
RNU3B2~,,,,
RNU3B3~,,,,
RNU3B4~,,,,
SNORD3P1,2/20/17,RNU3P1,U3,RNU3P1|U3
U3,2/20/17,RNU3P1,SNORD3P1,RNU3P1|SNORD3P1
SNORD3P2,2/20/17,RNU3P2,U3|U3.2,RNU3P2|U3|U3.2
U3,2/20/17,RNU3P2,SNORD3P2|U3.2,RNU3P2|SNORD3P2|U3.2
U3.2,2/20/17,RNU3P2,SNORD3P2|U3,RNU3P2|SNORD3P2|U3
SNORD3P3,2/20/17,RNU3P3,U3|U3.5|u3.7,RNU3P3|U3|U3.5|u3.7
U3,2/20/17,RNU3P3,SNORD3P3|U3.5|u3.7,RNU3P3|SNORD3P3|U3.5|u3.7
U3.5,2/20/17,RNU3P3,SNORD3P3|U3|u3.7,RNU3P3|SNORD3P3|U3|u3.7
u3.7,2/20/17,RNU3P3,SNORD3P3|U3|U3.5,RNU3P3|SNORD3P3|U3|U3.5
SNORD3P4,2/20/17,RNU3P4,U3|U3.6,RNU3P4|U3|U3.6
U3,2/20/17,RNU3P4,SNORD3P4|U3.6,RNU3P4|SNORD3P4|U3.6
U3.6,2/20/17,RNU3P4,SNORD3P4|U3,RNU3P4|SNORD3P4|U3
SNORD41,5/20/06,RNU41,U41,RNU41|U41
U41,5/20/06,RNU41,SNORD41,RNU41|SNORD41
BCRP5,10/20/10,BCRL5,,BCRL5
SNORD42A,5/20/06,RNU42A,U42,RNU42A|U42
U42,5/20/06,RNU42A,SNORD42A,RNU42A|SNORD42A
SNORD42B,5/20/06,RNU42B,U42B,RNU42B|U42B
U42B,5/20/06,RNU42B,SNORD42B,RNU42B|SNORD42B
SNORD43,7/20/06,RNU43,U43,RNU43|U43
U43,7/20/06,RNU43,SNORD43,RNU43|SNORD43
SNORD44,5/20/06,RNU44,U44,RNU44|U44
U44,5/20/06,RNU44,SNORD44,RNU44|SNORD44
SNORD45A,5/20/06,RNU45A,U45a,RNU45A|U45a
U45a,5/20/06,RNU45A,SNORD45A,RNU45A|SNORD45A
SNORD45B,5/20/06,RNU45B,U45b,RNU45B|U45b
U45b,5/20/06,RNU45B,SNORD45B,RNU45B|SNORD45B
SNORD46,5/20/06,RNU46|RNU40,U46|U40,RNU46|RNU40|U46|U40
U46,5/20/06,RNU46|RNU40,SNORD46|U40,RNU46|RNU40|SNORD46|U40
U40,5/20/06,RNU46|RNU40,SNORD46|U46,RNU46|RNU40|SNORD46|U46
SNORD47,5/20/06,RNU47,U47,RNU47|U47
U47,5/20/06,RNU47,SNORD47,RNU47|SNORD47
SNORD48,5/20/06,RNU48,U48,RNU48|U48
U48,5/20/06,RNU48,SNORD48,RNU48|SNORD48
SNORD49A,5/20/06,RNU49,U49|U49A,RNU49|U49|U49A
U49,5/20/06,RNU49,SNORD49A|U49A,RNU49|SNORD49A|U49A
U49A,5/20/06,RNU49,SNORD49A|U49,RNU49|SNORD49A|U49
BCRL6~,,,,
RNU4A~,,,,
RNU4-1B~,,,,
RNU4-1,5/20/08,RNU4B2|RNU4A,U4BL|U4,RNU4B2|RNU4A|U4BL|U4
U4BL,5/20/08,RNU4B2|RNU4A,RNU4-1|U4,RNU4B2|RNU4A|RNU4-1|U4
U4,5/20/08,RNU4B2|RNU4A,RNU4-1|U4BL,RNU4B2|RNU4A|RNU4-1|U4BL
RNU4-2,5/20/08,RNU4C|RNU4-1B|RNU4B1,U4c|U4b|U4A,RNU4C|RNU4-1B|RNU4B1|U4c|U4b|U4A
U4c,5/20/08,RNU4C|RNU4-1B|RNU4B1,RNU4-2|U4b|U4A,RNU4C|RNU4-1B|RNU4B1|RNU4-2|U4b|U4A
U4b,5/20/08,RNU4C|RNU4-1B|RNU4B1,RNU4-2|U4c|U4A,RNU4C|RNU4-1B|RNU4B1|RNU4-2|U4c|U4A
U4A,5/20/08,RNU4C|RNU4-1B|RNU4B1,RNU4-2|U4c|U4b,RNU4C|RNU4-1B|RNU4B1|RNU4-2|U4c|U4b
RNU4-7P,4/20/11,RNU4P1,U4|U4/7,RNU4P1|U4|U4/7
U4,4/20/11,RNU4P1,RNU4-7P|U4/7,RNU4P1|RNU4-7P|U4/7
U4/7,4/20/11,RNU4P1,RNU4-7P|U4,RNU4P1|RNU4-7P|U4
RNU4-8P,4/20/11,RNU4P2,U4|U4/14,RNU4P2|U4|U4/14
U4,4/20/11,RNU4P2,RNU4-8P|U4/14,RNU4P2|RNU4-8P|U4/14
U4/14,4/20/11,RNU4P2,RNU4-8P|U4,RNU4P2|RNU4-8P|U4
RNU4-3P,4/20/11,RNU4P3,U4|U4/4,RNU4P3|U4|U4/4
U4,4/20/11,RNU4P3,RNU4-3P|U4/4,RNU4P3|RNU4-3P|U4/4
U4/4,4/20/11,RNU4P3,RNU4-3P|U4,RNU4P3|RNU4-3P|U4
RNU4-4P,4/20/11,RNU4P4,U4|U4/5,RNU4P4|U4|U4/5
U4,4/20/11,RNU4P4,RNU4-4P|U4/5,RNU4P4|RNU4-4P|U4/5
U4/5,4/20/11,RNU4P4,RNU4-4P|U4,RNU4P4|RNU4-4P|U4
RNU4-5P,4/20/11,RNU4P5,U4|U4/6,RNU4P5|U4|U4/6
U4,4/20/11,RNU4P5,RNU4-5P|U4/6,RNU4P5|RNU4-5P|U4/6
U4/6,4/20/11,RNU4P5,RNU4-5P|U4,RNU4P5|RNU4-5P|U4
RNU4-6P,4/20/11,RNU4P6,U4|U4/8,RNU4P6|U4|U4/8
U4,4/20/11,RNU4P6,RNU4-6P|U4/8,RNU4P6|RNU4-6P|U4/8
U4/8,4/20/11,RNU4P6,RNU4-6P|U4,RNU4P6|RNU4-6P|U4
CNNM1,8/20/14,ACDP1,,ACDP1
BCS1L,11/20/15,,Hs.6719|BCS|h-BCS|BJS,Hs.6719|BCS|h-BCS|BJS
Hs.6719,11/20/15,,BCS1L|BCS|h-BCS|BJS,BCS1L|BCS|h-BCS|BJS
BCS,11/20/15,,BCS1L|Hs.6719|h-BCS|BJS,BCS1L|Hs.6719|h-BCS|BJS
h-BCS,11/20/15,,BCS1L|Hs.6719|BCS|BJS,BCS1L|Hs.6719|BCS|BJS
BJS,11/20/15,,BCS1L|Hs.6719|BCS|h-BCS,BCS1L|Hs.6719|BCS|h-BCS
SNORD50A,5/20/06,RNU50,U50,RNU50|U50
U50,5/20/06,RNU50,SNORD50A,RNU50|SNORD50A
SNORD51,5/20/06,RNU51,U51,RNU51|U51
U51,5/20/06,RNU51,SNORD51,RNU51|SNORD51
SNORD52,5/20/06,RNU52,U52,RNU52|U52
U52,5/20/06,RNU52,SNORD52,RNU52|SNORD52
SNORD53,5/20/06,RNU53,U53|SNORD53A,RNU53|U53|SNORD53A
U53,5/20/06,RNU53,SNORD53|SNORD53A,RNU53|SNORD53|SNORD53A
SNORD53A,5/20/06,RNU53,SNORD53|U53,RNU53|SNORD53|U53
SNORD54,5/20/06,RNU54,U54,RNU54|U54
U54,5/20/06,RNU54,SNORD54,RNU54|SNORD54
SNORD55,5/20/06,RNU55|RNU39|SNORD39,U55|U39,RNU55|RNU39|SNORD39|U55|U39
U55,5/20/06,RNU55|RNU39|SNORD39,SNORD55|U39,RNU55|RNU39|SNORD39|SNORD55|U39
U39,5/20/06,RNU55|RNU39|SNORD39,SNORD55|U55,RNU55|RNU39|SNORD39|SNORD55|U55
SNORD56,5/20/06,RNU56,U56,RNU56|U56
U56,5/20/06,RNU56,SNORD56,RNU56|SNORD56
SNORD57,5/20/06,RNU57,U57,RNU57|U57
U57,5/20/06,RNU57,SNORD57,RNU57|SNORD57
SNORD58A,5/20/06,RNU58A,U58a,RNU58A|U58a
U58a,5/20/06,RNU58A,SNORD58A,RNU58A|SNORD58A
SNORD58B,5/20/06,RNU58B,U58b,RNU58B|U58b
U58b,5/20/06,RNU58B,SNORD58B,RNU58B|SNORD58B
BCUR1~,,,,
SNORD59A,5/20/06,RNU59,U59,RNU59|U59
U59,5/20/06,RNU59,SNORD59A,RNU59|SNORD59A
RNU5A-1,8/20/11,RNU5C|RNU5A,U5A|U5B1,RNU5C|RNU5A|U5A|U5B1
U5A,8/20/11,RNU5C|RNU5A,RNU5A-1|U5B1,RNU5C|RNU5A|RNU5A-1|U5B1
U5B1,8/20/11,RNU5C|RNU5A,RNU5A-1|U5A,RNU5C|RNU5A|RNU5A-1|U5A
RNU5B-1,5/20/08,RNU5B,U5B1,RNU5B|U5B1
U5B1,5/20/08,RNU5B,RNU5B-1,RNU5B|RNU5B-1
RNU5C~,,,,
RNU5D-1,8/20/11,RNU5D,U5DS|U5DL,RNU5D|U5DS|U5DL
U5DS,8/20/11,RNU5D,RNU5D-1|U5DL,RNU5D|RNU5D-1|U5DL
U5DL,8/20/11,RNU5D,RNU5D-1|U5DS,RNU5D|RNU5D-1|U5DS
RNU5E-1,8/20/11,RNU5E,U5E,RNU5E|U5E
U5E,8/20/11,RNU5E,RNU5E-1,RNU5E|RNU5E-1
RNU5F-1,8/20/11,RNU5F,,RNU5F
SNORD60,5/20/06,RNU60,U60,RNU60|U60
U60,5/20/06,RNU60,SNORD60,RNU60|SNORD60
SNORD61,5/20/06,RNU61,U61|HBII-342,RNU61|U61|HBII-342
U61,5/20/06,RNU61,SNORD61|HBII-342,RNU61|SNORD61|HBII-342
HBII-342,5/20/06,RNU61,SNORD61|U61,RNU61|SNORD61|U61
SNORD62A,5/20/06,RNU62,U62|U62A,RNU62|U62|U62A
U62,5/20/06,RNU62,SNORD62A|U62A,RNU62|SNORD62A|U62A
U62A,5/20/06,RNU62,SNORD62A|U62,RNU62|SNORD62A|U62
BCYRN1,8/20/12,,BC200|BC200a|NCRNA00004|LINC00004,BC200|BC200a|NCRNA00004|LINC00004
BC200,8/20/12,,BCYRN1|BC200a|NCRNA00004|LINC00004,BCYRN1|BC200a|NCRNA00004|LINC00004
BC200a,8/20/12,,BCYRN1|BC200|NCRNA00004|LINC00004,BCYRN1|BC200|NCRNA00004|LINC00004
NCRNA00004,8/20/12,,BCYRN1|BC200|BC200a|LINC00004,BCYRN1|BC200|BC200a|LINC00004
LINC00004,8/20/12,,BCYRN1|BC200|BC200a|NCRNA00004,BCYRN1|BC200|BC200a|NCRNA00004
SNORD63,5/20/06,RNU63,U63|SNORD63A,RNU63|U63|SNORD63A
U63,5/20/06,RNU63,SNORD63|SNORD63A,RNU63|SNORD63|SNORD63A
SNORD63A,5/20/06,RNU63,SNORD63|U63,RNU63|SNORD63|U63
SNORA64,4/20/06,RNU64,U64,RNU64|U64
U64,4/20/06,RNU64,SNORA64,RNU64|SNORA64
SNORA65,4/20/06,RNU65,U65,RNU65|U65
U65,4/20/06,RNU65,SNORA65,RNU65|SNORA65
SNORA66,4/20/06,RNU66,U66,RNU66|U66
U66,4/20/06,RNU66,SNORA66,RNU66|SNORA66
SNORA67,4/20/06,RNU67,U67,RNU67|U67
U67,4/20/06,RNU67,SNORA67,RNU67|SNORA67
SNORA68,4/20/06,RNU68,U68|SNORA68A,RNU68|U68|SNORA68A
U68,4/20/06,RNU68,SNORA68|SNORA68A,RNU68|SNORA68|SNORA68A
SNORA68A,4/20/06,RNU68,SNORA68|U68,RNU68|SNORA68|U68
SNORA69,4/20/06,RNU69,U69,RNU69|U69
U69,4/20/06,RNU69,SNORA69,RNU69|SNORA69
RNU6-1,5/20/08,RNU6A,U6|U6-1,RNU6A|U6|U6-1
U6,5/20/08,RNU6A,RNU6-1|U6-1,RNU6A|RNU6-1|U6-1
U6-1,5/20/08,RNU6A,RNU6-1|U6,RNU6A|RNU6-1|U6
RNU6-6P,5/20/13,RNU6B|RNU6-6,U6-6,RNU6B|RNU6-6|U6-6
U6-6,5/20/13,RNU6B|RNU6-6,RNU6-6P,RNU6B|RNU6-6|RNU6-6P
RNU6-50P,5/20/13,RNU6P1|RNU6-50,U6,RNU6P1|RNU6-50|U6
U6,5/20/13,RNU6P1|RNU6-50,RNU6-50P,RNU6P1|RNU6-50|RNU6-50P
BCYRN1P1,,,BC200b,BC200b
BC200b,,,BCYRN1P1,BCYRN1P1
RNU6V,,,87U6|LH87,87U6|LH87
87U6,,,RNU6V|LH87,RNU6V|LH87
LH87,,,RNU6V|87U6,RNU6V|87U6
SNORA70,4/20/06,RNU70,U70|DXS648E,RNU70|U70|DXS648E
U70,4/20/06,RNU70,SNORA70|DXS648E,RNU70|SNORA70|DXS648E
DXS648E,4/20/06,RNU70,SNORA70|U70,RNU70|SNORA70|U70
SNORA71A,4/20/06,RNU71A,U71a,RNU71A|U71a
U71a,4/20/06,RNU71A,SNORA71A,RNU71A|SNORA71A
SNORA71B,4/20/06,RNU71B,U71b,RNU71B|U71b
U71b,4/20/06,RNU71B,SNORA71B,RNU71B|SNORA71B
SNORA72,4/20/06,RNU72,U72,RNU72|U72
U72,4/20/06,RNU72,SNORA72,RNU72|SNORA72
SNORD73A,5/20/06,RNU73,U73a|RNU73A,RNU73|U73a|RNU73A
U73a,5/20/06,RNU73,SNORD73A|RNU73A,RNU73|SNORD73A|RNU73A
RNU73A,5/20/06,RNU73,SNORD73A|U73a,RNU73|SNORD73A|U73a
RNU7-68P,5/20/08,RNU7P1,HSU7.732A|U7.68,RNU7P1|HSU7.732A|U7.68
HSU7.732A,5/20/08,RNU7P1,RNU7-68P|U7.68,RNU7P1|RNU7-68P|U7.68
U7.68,5/20/08,RNU7P1,RNU7-68P|HSU7.732A,RNU7P1|RNU7-68P|HSU7.732A
RNU7-86P,8/20/08,RNU7P2,HSU7.7/32B,RNU7P2|HSU7.7/32B
HSU7.7/32B,8/20/08,RNU7P2,RNU7-86P,RNU7P2|RNU7-86P
RNU7P3~,,,,
RNU7-55P,5/20/08,RNU7P4,HSU7.36|U7.55,RNU7P4|HSU7.36|U7.55
HSU7.36,5/20/08,RNU7P4,RNU7-55P|U7.55,RNU7P4|RNU7-55P|U7.55
U7.55,5/20/08,RNU7P4,RNU7-55P|HSU7.36,RNU7P4|RNU7-55P|HSU7.36
BCYRN1P2,,,BC200g,BC200g
BC200g,,,BCYRN1P2,BCYRN1P2
SNORD82,5/20/06,RNU82,Z25|U82,RNU82|Z25|U82
Z25,5/20/06,RNU82,SNORD82|U82,RNU82|SNORD82|U82
U82,5/20/06,RNU82,SNORD82|Z25,RNU82|SNORD82|Z25
PHAX,10/20/08,RNUXA,FLJ13193,RNUXA|FLJ13193
FLJ13193,10/20/08,RNUXA,PHAX,RNUXA|PHAX
RNY1,3/20/08,,hY1,hY1
hY1,3/20/08,,RNY1,RNY1
RNY3,3/20/08,,hY3,hY3
hY3,3/20/08,,RNY3,RNY3
RNY4,3/20/08,,HY4,HY4
HY4,3/20/08,,RNY4,RNY4
RNY4P1,3/20/08,,hY4.B8,hY4.B8
hY4.B8,3/20/08,,RNY4P1,RNY4P1
RNY4P2,3/20/08,,hY4.B7,hY4.B7
hY4.B7,3/20/08,,RNY4P2,RNY4P2
RNY4P3,3/20/08,,hY4.F2,hY4.F2
hY4.F2,3/20/08,,RNY4P3,RNY4P3
RNY5,3/20/08,,,
ROBO1,6/20/15,,DUTT1|FLJ21882|SAX3,DUTT1|FLJ21882|SAX3
DUTT1,6/20/15,,ROBO1|FLJ21882|SAX3,ROBO1|FLJ21882|SAX3
FLJ21882,6/20/15,,ROBO1|DUTT1|SAX3,ROBO1|DUTT1|SAX3
SAX3,6/20/15,,ROBO1|DUTT1|FLJ21882,ROBO1|DUTT1|FLJ21882
BDB~,,,,
ROBO2,6/20/15,,KIAA1568,KIAA1568
KIAA1568,6/20/15,,ROBO2,ROBO2
ROCK1,1/20/16,,p160ROCK,p160ROCK
p160ROCK,1/20/16,,ROCK1,ROCK1
ROCK2,1/20/16,,,
PTBP3,11/20/11,ROD1,DKFZp781I1117,ROD1|DKFZp781I1117
DKFZp781I1117,11/20/11,ROD1,PTBP3,ROD1|PTBP3
ROM1,,,TSPAN23|ROM,TSPAN23|ROM
TSPAN23,,,ROM1|ROM,ROM1|ROM
ROM,,,ROM1|TSPAN23,ROM1|TSPAN23
RONU~,,,,
ROR1,6/20/16,NTRKR1,,NTRKR1
ROR2,3/20/16,NTRKR2|BDB|BDB1,,NTRKR2|BDB|BDB1
RORA,1/20/16,,RZRA|ROR1|ROR2|ROR3|NR1F1,RZRA|ROR1|ROR2|ROR3|NR1F1
RZRA,1/20/16,,RORA|ROR1|ROR2|ROR3|NR1F1,RORA|ROR1|ROR2|ROR3|NR1F1
ROR1,1/20/16,,RORA|RZRA|ROR2|ROR3|NR1F1,RORA|RZRA|ROR2|ROR3|NR1F1
